Survived,Pclass,Name,Sex,SibSp,Parch,Ticket,Embarked,Fare,Age
0,2,"Vander Planke, Miss. Augusta Maria",0,2,0,298,3,11.2417,18.0
1,2,"Nicola-Yarred, Miss. Jamila",0,1,0,183,1,9.475,14.0
0,2,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",0,1,0,497,3,21.0,40.0
0,1,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",0,1,0,51,3,7.8958,27.0
0,2,"Kraeff, Mr. Theodor",1,0,0,384,1,41.5792,0.0
1,1,"Laroche, Miss. Simonne Marie Anne Andree",0,1,2,622,1,7.8792,3.0
1,2,"Devaney, Miss. Margaret Delia",0,0,0,278,2,8.05,19.0
0,2,"Rogers, Mr. William John",1,0,0,605,3,15.5,0.0
0,2,"Lennon, Mr. Denis",1,1,0,454,2,7.75,0.0
1,2,"O'Driscoll, Miss. Bridget",0,0,0,74,2,21.6792,0.0
0,2,"Samaan, Mr. Youssef",1,2,0,187,1,17.8,0.0
0,2,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",0,1,0,370,3,39.6875,18.0
0,2,"Panula, Master. Juha Niilo",1,4,1,245,3,7.8,7.0
0,2,"Nosworthy, Mr. Richard Cater",1,0,0,511,3,76.7292,21.0
1,0,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",0,1,0,575,1,26.0,49.0
1,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",0,1,0,235,3,61.9792,29.0
0,0,"Ostby, Mr. Engelhart Cornelius",1,0,1,27,1,35.5,65.0
1,0,"Woolner, Mr. Hugh",1,0,0,92,3,10.5,0.0
1,1,"Rugg, Miss. Emily",0,0,0,544,3,7.2292,21.0
0,2,"Novel, Mr. Mansouer",1,0,0,211,1,27.75,28.5
1,1,"West, Miss. Constance Mirium",0,1,2,550,3,46.9,5.0
0,2,"Goodwin, Master. William Frederick",1,5,2,554,3,7.2292,11.0
0,2,"Sirayanian, Mr. Orsen",1,0,0,193,1,80.0,22.0
1,0,"Icard, Miss. Amelie",0,0,0,30,0,83.475,38.0
0,0,"Harris, Mr. Henry Birkhardt",1,1,0,449,3,27.9,45.0
0,2,"Skoog, Master. Harald",1,3,2,332,3,27.7208,4.0
0,0,"Stewart, Mr. Albert A",1,0,0,589,1,15.2458,0.0
1,2,"Moubarek, Master. Gerios",1,1,1,186,1,10.5,0.0
1,1,"Nye, Mrs. (Elizabeth Ramell)",0,0,0,542,3,8.1583,29.0
0,2,"Crease, Mr. Ernest James",1,0,0,611,3,7.925,19.0
1,2,"Andersson, Miss. Erna Alexandra",0,4,2,244,3,8.6625,17.0
0,2,"Kink, Mr. Vincenz",1,2,0,266,3,10.5,26.0
0,1,"Jenkin, Mr. Stephen Curnow",1,0,0,546,3,46.9,32.0
0,2,"Goodwin, Miss. Lillian Amy",0,5,2,554,3,73.5,16.0
0,1,"Hood, Mr. Ambrose Jr",1,0,0,609,3,14.4542,21.0
0,2,"Chronopoulos, Mr. Apostolos",1,1,0,200,1,56.4958,26.0
1,2,"Bing, Mr. Lee",1,0,0,78,3,7.65,32.0
0,2,"Moen, Mr. Sigurd Hansen",1,0,0,342,3,7.8958,25.0
0,2,"Staneff, Mr. Ivan",1,0,0,350,3,8.05,0.0
0,2,"Moutal, Mr. Rahamin Haim",1,0,0,464,3,29.0,0.0
1,1,"Caldwell, Master. Alden Gates",1,0,2,155,3,12.475,0.83
1,2,"Dowdell, Miss. Elizabeth",0,0,0,424,3,9.0,30.0
0,2,"Waelens, Mr. Achille",1,0,0,299,3,9.5,22.0
1,2,"Sheerlinck, Mr. Jan Baptist",1,0,0,306,3,7.7875,29.0
1,2,"McDermott, Miss. Brigdet Delia",0,0,0,276,2,47.1,0.0
0,0,"Carrau, Mr. Francisco M",1,0,0,23,3,10.5,28.0
1,1,"Ilett, Miss. Bertha",0,0,0,625,3,15.85,17.0
1,2,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",0,3,0,243,3,34.375,33.0
0,2,"Ford, Mr. William Neal",1,1,3,663,3,8.05,16.0
0,2,"Slocovski, Mr. Selman Francis",1,0,0,639,3,8.05,0.0
1,0,"Fortune, Miss. Mabel Helen",0,3,2,93,3,8.05,23.0
0,2,"Celotti, Mr. Francesco",1,0,0,293,3,7.8542,24.0
0,2,"Christmann, Mr. Emil",1,0,0,294,3,61.175,29.0
0,2,"Andreasson, Mr. Paul Edvin",1,0,0,336,3,20.575,20.0
0,0,"Chaffee, Mr. Herbert Fuller",1,1,0,665,3,7.25,46.0
0,2,"Dean, Mr. Bertram Frank",1,1,2,537,3,8.05,26.0
0,2,"Coxon, Mr. Daniel",1,0,0,420,3,34.6542,59.0
0,2,"Shorney, Mr. Charles Joseph",1,0,0,466,3,63.3583,0.0
0,0,"Goldschmidt, Mr. George B",1,0,0,595,1,23.0,71.0
1,0,"Greenfield, Mr. William Bertram",1,0,1,600,1,26.0,23.0
1,1,"Doling, Mrs. John T (Ada Julia Bone)",0,0,1,114,3,7.8958,34.0
0,1,"Kantor, Mr. Sinai",1,1,0,147,3,7.8958,34.0
0,2,"Petranec, Miss. Matilda",0,0,0,377,3,77.2875,28.0
0,2,"Petroff, Mr. Pastcho (""Pentcho"")",1,0,0,355,3,8.6542,0.0
0,0,"White, Mr. Richard Frasar",1,0,1,409,3,7.925,21.0
0,2,"Johansson, Mr. Gustaf Joel",1,0,0,495,3,7.8958,33.0
0,2,"Gustafsson, Mr. Anders Vilhelm",1,2,0,241,3,7.65,37.0
0,2,"Mionoff, Mr. Stoytcho",1,0,0,349,3,7.775,28.0
1,2,"Salkjelsvik, Miss. Anna Kristine",0,0,0,292,3,7.8958,21.0
1,2,"Moss, Mr. Albert Johan",1,0,0,250,3,24.15,0.0
0,2,"Rekic, Mr. Tido",1,0,0,381,3,52.0,38.0
1,2,"Moran, Miss. Bertha",0,1,0,460,2,14.4542,0.0
0,0,"Porter, Mr. Walter Chamberlain",1,0,0,2,3,8.05,47.0
0,2,"Zabour, Miss. Hileni",0,1,0,190,1,9.825,14.5
0,2,"Barton, Mr. David John",1,0,0,270,3,14.4583,22.0
0,2,"Jussila, Miss. Katriina",0,1,0,482,3,7.925,20.0
0,2,"Attalah, Miss. Malake",0,0,0,173,1,7.75,17.0
0,2,"Pekoniemi, Mr. Edvard",1,0,0,653,3,21.0,21.0
0,2,"Connors, Mr. Patrick",1,0,0,452,2,31.275,70.5
0,1,"Turpin, Mr. William John Robert",1,1,0,51,3,73.5,29.0
0,0,"Baxter, Mr. Quigg Edmond",1,0,1,573,1,8.05,24.0
0,2,"Andersson, Miss. Ellis Anna Maria",0,4,2,328,3,30.0708,2.0
0,1,"Hickman, Mr. Stanley George",1,2,0,609,3,13.0,21.0
0,2,"Moore, Mr. Leonard Charles",1,0,0,529,3,77.2875,0.0
0,1,"Nasser, Mr. Nicholas",1,1,0,129,1,11.2417,32.5
1,1,"Webber, Miss. Susan",0,0,0,215,3,7.75,32.5
0,0,"White, Mr. Percival Wayland",1,0,1,409,3,7.1417,54.0
1,2,"Nicola-Yarred, Master. Elias",1,1,0,183,1,22.3583,12.0
0,2,"McMahon, Mr. Martin",1,0,0,455,2,6.975,0.0
1,2,"Madsen, Mr. Fridtjof Arne",1,0,0,530,3,7.8958,24.0
1,2,"Peter, Miss. Anna",0,1,1,192,1,7.05,0.0
0,2,"Ekstrom, Mr. Johan",1,0,0,313,3,14.5,45.0
0,2,"Drazenoic, Mr. Jozef",1,0,0,373,1,26.0,33.0
0,2,"Coelho, Mr. Domingos Fernandeo",1,0,0,628,3,13.0,20.0
0,2,"Robins, Mrs. Alexander A (Grace Charity Laury)",0,1,0,526,3,15.0458,47.0
1,1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",0,1,0,108,3,26.2833,29.0
0,1,"Sobey, Mr. Samuel James Hayden",1,0,0,541,3,53.1,25.0
0,1,"Richard, Mr. Emile",1,0,0,618,1,9.2167,23.0
1,0,"Newsom, Miss. Helen Monypeny",0,0,2,53,3,79.2,19.0
0,0,"Futrelle, Mr. Jacques Heath",1,1,0,47,3,15.2458,37.0
0,2,"Osen, Mr. Olaf Elon",1,0,0,494,3,7.75,16.0
0,0,"Giglio, Mr. Victor",1,0,0,580,1,15.85,24.0
0,2,"Boulos, Mrs. Joseph (Sultana)",0,0,2,199,1,6.75,0.0
1,2,"Nysten, Miss. Anna Sofia",0,0,0,327,3,11.5,22.0
1,2,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",0,1,0,655,3,36.75,24.0
0,2,"Burke, Mr. Jeremiah",1,0,0,430,2,7.7958,19.0
0,1,"Andrew, Mr. Edgardo Samuel",1,0,0,115,3,34.375,18.0
0,1,"Nicholls, Mr. Joseph Charles",1,1,1,547,3,26.0,19.0
1,2,"Andersson, Mr. August Edvard (""Wennerstrom"")",1,0,0,397,3,13.0,27.0
0,2,"Ford, Miss. Robina Maggie ""Ruby""",0,2,2,663,3,12.525,9.0
0,1,"Navratil, Mr. Michel (""Louis M Hoffman"")",1,0,2,110,3,66.6,36.5
0,1,"Byles, Rev. Thomas Roussel Davids",1,0,0,144,3,8.05,42.0
0,1,"Bateman, Rev. Robert James",1,0,0,610,3,14.5,51.0
1,0,"Pears, Mrs. Thomas (Edith Wearne)",0,1,0,34,3,7.3125,22.0
0,2,"Meo, Mr. Alfonzo",1,0,0,505,3,61.3792,55.5
0,2,"van Billiard, Mr. Austin Blyler",1,0,2,527,3,7.7333,40.5
0,2,"Olsen, Mr. Ole Martin",1,0,0,561,3,8.05,0.0
0,0,"Williams, Mr. Charles Duane",1,0,1,583,1,8.6625,51.0
1,2,"Gilnagh, Miss. Katherine ""Katie""",0,0,0,410,2,69.55,16.0
0,2,"Corn, Mr. Harry",1,0,0,641,3,16.1,30.0
0,2,"Smiljanic, Mr. Mile",1,0,0,254,3,15.75,0.0
0,2,"Sage, Master. Thomas Henry",1,6,2,556,3,7.775,0.0
0,2,"Cribb, Mr. John Hatfield",1,0,1,461,3,8.6625,44.0
1,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",0,0,0,548,3,39.6875,40.0
0,2,"Bengtsson, Mr. John Viktor",1,0,0,318,3,20.525,26.0
0,2,"Calic, Mr. Jovo",1,0,0,261,3,55.0,17.0
0,2,"Panula, Master. Eino Viljami",1,4,1,245,3,27.9,1.0
1,2,"Goldsmith, Master. Frank John William ""Frankie""",1,0,2,415,3,25.925,9.0
1,0,"Chibnall, Mrs. (Edith Martha Bowerman)",0,0,1,26,3,56.4958,0.0
0,2,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",0,1,4,332,3,33.5,45.0
0,0,"Baumann, Mr. John D",1,0,0,564,3,29.125,0.0
0,2,"Ling, Mr. Lee",1,0,0,78,3,11.1333,28.0
0,0,"Van der hoef, Mr. Wyckoff",1,0,0,5,3,7.925,61.0
0,2,"Rice, Master. Arthur",1,4,1,471,2,30.6958,4.0
1,2,"Johnson, Miss. Eleanor Ileen",0,1,1,339,3,7.8542,1.0
0,2,"Sivola, Mr. Antti Wilhelm",1,0,0,646,3,25.4667,21.0
0,0,"Smith, Mr. James Clinch",1,0,0,88,1,28.7125,56.0
0,2,"Klasen, Mr. Klas Albin",1,1,1,404,3,13.0,18.0
0,2,"Lefebre, Master. Henry Forbes",1,3,1,479,3,0.0,0.0
0,0,"Isham, Miss. Ann Elizabeth",0,0,0,581,1,69.55,50.0
0,1,"Hale, Mr. Reginald",1,0,0,166,3,15.05,30.0
0,2,"Leonard, Mr. Lionel",1,0,0,562,3,31.3875,36.0
0,2,"Sage, Miss. Constance Gladys",0,6,2,556,3,39.0,0.0
0,1,"Pernot, Mr. Rene",1,0,0,617,1,22.025,0.0
0,2,"Asplund, Master. Clarence Gustaf Hugo",1,4,2,324,3,50.0,9.0
1,1,"Becker, Master. Richard F",1,2,1,111,3,15.5,1.0
1,2,"Kink-Heilmann, Miss. Luise Gretchen",0,0,2,267,3,26.55,4.0
0,0,"Rood, Mr. Hugh Roscoe",1,0,0,32,3,15.5,0.0
1,2,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",0,1,0,451,2,7.8958,0.0
1,0,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",1,0,0,10,3,13.0,45.0
0,2,"Bourke, Mr. John",1,1,1,427,2,13.0,40.0
0,2,"Turcin, Mr. Stjepan",1,0,0,379,3,7.8542,36.0
1,1,"Pinsky, Mrs. (Rosa)",0,0,0,119,3,26.0,32.0
0,1,"Carbines, Mr. William",1,0,0,223,3,27.7208,19.0
1,2,"Andersen-Jensen, Miss. Carla Christine Nielsine",0,1,0,398,3,146.5208,19.0
1,1,"Navratil, Master. Michel M",1,1,1,110,3,7.75,3.0
1,0,"Brown, Mrs. James Joseph (Margaret Tobin)",0,0,0,592,1,8.4042,44.0
1,0,"Lurette, Miss. Elise",0,0,0,574,1,7.75,58.0
0,2,"Mernagh, Mr. Robert",1,0,0,444,2,13.0,0.0
0,2,"Olsen, Mr. Karl Siegwart Andreas",1,0,1,485,3,9.5,42.0
1,2,"Madigan, Miss. Margaret ""Maggie""",0,0,0,453,2,69.55,0.0
0,1,"Yrois, Miss. Henriette (""Mrs Harbeck"")",0,0,0,157,3,6.4958,24.0
0,2,"Vande Walle, Mr. Nestor Cyriel",1,0,0,301,3,7.225,28.0
0,2,"Sage, Mr. Frederick",1,6,2,556,3,8.05,0.0
0,2,"Johanson, Mr. Jakob Alfred",1,0,0,238,3,10.4625,34.0
0,2,"Youseff, Mr. Gerious",1,0,0,174,1,15.85,45.5
1,2,"Cohen, Mr. Gurshon ""Gus""",1,0,0,519,3,18.7875,18.0
0,2,"Strom, Miss. Telma Matilda",0,0,1,311,3,7.75,2.0
0,2,"Backstrom, Mr. Karl Alfred",1,1,0,243,3,31.0,32.0
1,2,"Albimona, Mr. Nassef Cassem",1,0,0,212,1,7.05,26.0
1,2,"Carr, Miss. Helen ""Ellen""",0,0,0,437,2,21.0,16.0
1,0,"Blank, Mr. Henry",1,0,0,15,1,7.25,40.0
0,2,"Ali, Mr. Ahmed",1,0,0,630,3,13.0,24.0
1,1,"Cameron, Miss. Clear Annie",0,0,0,558,3,7.75,35.0
0,2,"Perkin, Mr. John Henry",1,0,0,515,3,113.275,22.0
0,1,"Givard, Mr. Hans Kristensen",1,0,0,160,3,7.925,30.0
0,2,"Kiernan, Mr. Philip",1,1,0,435,2,27.0,0.0
1,0,"Newell, Miss. Madeleine",0,1,0,408,1,76.2917,31.0
1,2,"Honkanen, Miss. Eliina",0,0,0,657,3,10.5,27.0
0,1,"Jacobsohn, Mr. Sidney Samuel",1,1,0,139,3,8.05,42.0
1,0,"Bazzani, Miss. Albina",0,0,0,61,1,13.0,32.0
0,1,"Harris, Mr. Walter",1,0,0,666,3,8.05,30.0
1,2,"Sunderland, Mr. Victor Francis",1,0,0,640,3,7.8958,16.0
0,1,"Bracken, Mr. James H",1,0,0,102,3,90.0,27.0
0,2,"Green, Mr. George Henry",1,0,0,99,3,9.35,51.0
0,2,"Nenkoff, Mr. Christo",1,0,0,368,3,10.5,0.0
1,0,"Hoyt, Mr. Frederick Maxfield",1,1,0,91,3,7.25,38.0
0,2,"Berglund, Mr. Karl Ivar Sven",1,0,0,603,3,13.0,22.0
1,1,"Mellors, Mr. William John",1,0,0,659,3,25.4667,19.0
0,2,"Lovell, Mr. John Hall (""Henry"")",1,0,0,514,3,83.475,20.5
0,1,"Fahlstrom, Mr. Arne Jonas",1,0,0,122,3,7.775,18.0
0,2,"Lefebre, Miss. Mathilde",0,3,1,479,3,13.5,0.0
1,0,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",0,1,0,449,3,31.3875,35.0
0,2,"Larsson, Mr. Bengt Edvin",1,0,0,317,3,10.5,29.0
0,1,"Sjostedt, Mr. Ernst Adolf",1,0,0,125,3,7.55,59.0
1,2,"Asplund, Miss. Lillian Gertrud",0,4,2,324,3,26.0,5.0
0,1,"Leyson, Mr. Robert William Norman",1,0,0,543,3,26.25,24.0
0,2,"Harknett, Miss. Alice Phoebe",0,0,0,664,3,10.5,0.0
0,1,"Hold, Mr. Stephen",1,1,0,194,3,12.275,44.0
1,1,"Collyer, Miss. Marjorie ""Lottie""",0,0,2,545,3,14.4542,8.0
0,1,"Pengelly, Mr. Frederick William",1,0,0,227,3,15.5,19.0
0,1,"Hunt, Mr. George Henry",1,0,0,624,3,10.5,33.0
0,2,"Zabour, Miss. Thamine",0,1,0,190,1,7.125,0.0
1,2,"Murphy, Miss. Katherine ""Kate""",0,1,0,436,2,7.225,0.0
0,1,"Coleridge, Mr. Reginald Charles",1,0,0,661,3,90.0,29.0
0,2,"Maenpaa, Mr. Matti Alexanteri",1,0,0,645,3,7.775,22.0
0,2,"Attalah, Mr. Sleiman",1,0,0,209,1,14.5,30.0
0,0,"Minahan, Dr. William Edward",1,2,0,90,2,52.5542,44.0
0,2,"Lindahl, Miss. Agda Thorilda Viktoria",0,0,0,320,3,26.0,25.0
1,1,"Hamalainen, Mrs. William (Anna)",0,0,2,163,3,7.25,24.0
1,0,"Beckwith, Mr. Richard Leonard",1,1,1,52,3,10.4625,37.0
0,1,"Carter, Rev. Ernest Courtenay",1,1,0,141,3,26.55,54.0
0,2,"Reed, Mr. James George",1,0,0,414,3,16.1,0.0
0,2,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",0,1,1,311,3,20.2125,29.0
0,0,"Stead, Mr. William Thomas",1,0,0,29,3,15.2458,62.0
0,2,"Lobb, Mr. William Arthur",1,1,0,525,3,79.2,30.0
0,2,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",0,0,2,450,3,86.5,41.0
1,2,"Touma, Mrs. Darwis (Hanne Youssef Razi)",0,0,2,182,1,26.0,29.0
1,0,"Thorne, Mrs. Gertrude Maybelle",0,0,0,577,1,7.75,0.0
1,0,"Cherry, Miss. Gladys",0,0,0,0,3,31.3875,30.0
1,0,"Ward, Miss. Anna",0,0,0,596,1,79.65,35.0
1,1,"Parrish, Mrs. (Lutie Davis)",0,0,1,112,3,0.0,50.0
0,2,"Smith, Mr. Thomas",1,0,0,473,2,7.75,0.0
1,2,"Asplund, Master. Edvin Rojj Felix",1,4,2,324,3,10.5,3.0
0,0,"Taussig, Mr. Emil",1,1,1,1,3,39.6875,52.0
0,0,"Harrison, Mr. William",1,0,0,14,3,7.775,40.0
0,2,"Henry, Miss. Delia",0,0,0,469,2,153.4625,0.0
0,1,"Reeves, Mr. David",1,0,0,535,3,135.6333,36.0
0,2,"Panula, Mr. Ernesti Arvid",1,4,1,245,3,31.0,16.0
1,2,"Persson, Mr. Ernst Ulrik",1,1,0,329,3,0.0,25.0
1,0,"Graham, Mrs. William Thompson (Edith Junkins)",0,0,1,576,3,19.5,58.0
1,0,"Bissette, Miss. Amelia",0,0,0,601,3,29.7,35.0
0,0,"Cairns, Mr. Alexander",1,0,0,45,3,7.75,0.0
1,2,"Tornquist, Mr. William Henry",1,0,0,562,3,77.9583,25.0
1,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",0,0,1,159,3,7.75,41.0
0,0,"Natsch, Mr. Charles H",1,0,1,582,1,0.0,37.0
1,2,"Healy, Miss. Hanora ""Nora""",0,0,0,457,2,29.125,0.0
1,0,"Andrews, Miss. Kornelia Theodosia",0,1,0,69,3,20.25,63.0
0,2,"Lindblom, Miss. Augusta Charlotta",0,0,0,321,3,7.75,45.0
0,1,"Parkes, Mr. Francis ""Frank""",1,0,0,132,3,7.8542,0.0
0,2,"Rice, Master. Eric",1,4,1,471,2,9.5,7.0
1,2,"Abbott, Mrs. Stanton (Rosa Hunt)",0,1,1,540,3,8.05,35.0
0,2,"Duane, Mr. Frank",1,0,0,286,2,26.0,65.0
0,2,"Olsson, Mr. Nils Johan Goransson",1,0,0,335,3,8.6625,28.0
0,2,"de Pelsmaeker, Mr. Alfons",1,0,0,305,3,9.5,16.0
1,2,"Dorking, Mr. Edward Arthur",1,0,0,522,3,7.8958,19.0
0,0,"Smith, Mr. Richard William",1,0,0,22,3,13.0,0.0
0,2,"Stankovic, Mr. Ivan",1,0,0,371,1,7.75,33.0
1,2,"de Mulder, Mr. Theodore",1,0,0,303,3,78.85,30.0
0,2,"Naidenoff, Mr. Penko",1,0,0,348,3,91.0792,22.0
1,1,"Hosono, Mr. Masabumi",1,0,0,131,3,12.875,42.0
1,2,"Connolly, Miss. Kate",0,0,0,456,2,8.85,22.0
1,0,"Barber, Miss. Ellen ""Nellie""",0,0,0,89,3,7.8958,26.0
1,0,"Bishop, Mrs. Dickinson H (Helen Walton)",0,1,0,62,1,27.7208,19.0
0,1,"Levy, Mr. Rene Jacques",1,0,0,623,1,7.2292,36.0
0,2,"Haas, Miss. Aloisia",0,0,0,369,3,151.55,24.0
0,2,"Mineff, Mr. Ivan",1,0,0,367,3,30.5,24.0
0,0,"Lewy, Mr. Ervin G",1,0,0,594,1,7.75,0.0
0,2,"Hanna, Mr. Mansour",1,0,0,208,1,23.25,23.5
0,0,"Allison, Miss. Helen Loraine",0,1,2,35,3,0.0,2.0
1,0,"Saalfeld, Mr. Adolphe",1,0,0,96,3,12.35,0.0
1,0,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",0,0,1,573,1,8.05,50.0
1,2,"Kelly, Miss. Anna Katherine ""Annie Kate""",0,0,0,502,2,151.55,0.0
1,2,"McCoy, Mr. Bernard",1,2,0,433,2,110.8833,0.0
0,2,"Johnson, Mr. William Cahoone Jr",1,0,0,562,3,108.9,19.0
1,1,"Keane, Miss. Nora A",0,0,0,106,2,24.0,0.0
0,2,"Williams, Mr. Howard Hugh ""Harry""",1,0,0,516,3,56.9292,0.0
1,0,"Allison, Master. Hudson Trevor",1,1,2,35,3,83.1583,0.92
1,0,"Fleming, Miss. Margaret",0,0,0,81,1,26.0,0.0
1,0,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",0,1,0,599,1,7.8958,17.0
0,1,"Abelson, Mr. Samuel",1,1,0,563,1,26.25,30.0
1,0,"Francatelli, Miss. Laura Mabel",0,0,0,572,1,7.8542,30.0
1,0,"Hays, Miss. Margaret Bechstein",0,0,0,57,1,26.0,24.0
1,0,"Ryerson, Miss. Emily Borie",0,2,2,590,1,14.0,18.0
0,1,"Lahtinen, Mrs. William (Anna Sylfven)",0,1,1,164,3,164.8667,26.0
0,2,"Hendekovic, Mr. Ignjac",1,0,0,375,3,134.5,28.0
0,1,"Hart, Mr. Benjamin",1,1,1,559,3,7.25,43.0
1,2,"Nilsson, Miss. Helmina Josefina",0,0,0,338,3,7.8958,26.0
1,1,"Kantor, Mrs. Sinai (Miriam Sternin)",0,1,0,147,3,12.35,24.0
0,1,"Moraweck, Dr. Ernest",1,0,0,228,3,29.0,54.0
1,0,"Wick, Miss. Mary Natalie",0,0,2,445,3,69.55,31.0
1,0,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",0,1,1,79,1,135.6333,40.0
0,2,"Dennis, Mr. Samuel",1,0,0,513,3,6.2375,22.0
0,2,"Danoff, Mr. Yoto",1,0,0,358,3,13.0,27.0
1,1,"Slayter, Miss. Hilda Mary",0,0,0,121,2,20.525,30.0
1,1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",0,1,1,155,3,57.9792,22.0
0,2,"Sage, Mr. George John Jr",1,6,2,556,3,23.25,0.0
1,0,"Young, Miss. Marie Grice",0,0,0,601,1,28.5,36.0
0,2,"Nysveen, Mr. Johan Hansen",1,0,0,295,3,153.4625,61.0
1,1,"Ball, Mrs. (Ada E Hall)",0,0,0,225,3,18.0,36.0
1,2,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",0,1,1,415,3,133.65,31.0
1,0,"Hippach, Miss. Jean Gertrude",0,0,1,7,1,7.8958,16.0
1,2,"McCoy, Miss. Agnes",0,2,0,433,2,66.6,0.0
0,0,"Partner, Mr. Austen",1,0,0,18,3,134.5,45.5
0,0,"Graham, Mr. George Edward",1,0,1,576,3,8.05,38.0
0,2,"Vander Planke, Mr. Leo Edmondus",1,2,0,298,3,35.5,16.0
1,0,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",0,1,0,593,3,26.0,0.0
0,2,"Denkoff, Mr. Mitto",1,0,0,363,3,13.0,0.0
0,0,"Pears, Mr. Thomas Clinton",1,1,0,34,3,13.0,29.0
